id,name,winningbid,metersread
3573,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
3574,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
3575,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
3576,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3577,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3578,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3579,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3580,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3581,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3582,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3583,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3584,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3585,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3586,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3587,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3588,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3589,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3590,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3591,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3592,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3593,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3594,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3595,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3596,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3597,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3598,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3599,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3600,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3601,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3602,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3603,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3604,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3605,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3606,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3607,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3608,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3609,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3610,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3611,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3612,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3613,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3614,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3615,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3616,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3617,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3618,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3619,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3620,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3621,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3622,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3623,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3624,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3625,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3626,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3627,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3628,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3629,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3630,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3631,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3632,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3633,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3634,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3635,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3636,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3637,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3638,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3639,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3640,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3641,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3642,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3643,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3644,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3645,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3646,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
3647,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
3648,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
3649,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
3650,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
3651,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
3652,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
3653,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
3654,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
3655,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
3656,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
3657,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
3658,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
3659,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
3660,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
3661,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
3662,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
3663,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
3664,Cat 140G Motor Grader,"US $44,000",NONE
3665,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
3666,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
3667,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
3668,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
3669,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
3670,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
3671,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
3672,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
3673,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
3674,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
3675,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
3676,2004 Cat TH460B Telehandler,"US $31,000",NONE
3677,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
3678,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
3679,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
3680,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
3681,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
3682,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
3683,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
3684,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
3685,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
3686,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
3687,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
3688,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
3689,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
3690,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
3691,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
3692,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
3693,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
3694,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
3695,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
3696,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3697,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3698,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3699,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3700,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3701,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3702,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3703,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3704,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3705,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3706,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3707,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3708,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3709,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3710,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3711,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3712,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3713,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3714,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3715,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3716,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3717,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3718,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3719,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3720,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3721,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3722,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3723,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3724,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3725,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3726,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3727,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3728,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3729,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3730,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3731,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3732,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3733,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3734,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3735,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3736,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3737,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3738,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3739,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3740,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3741,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3742,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3743,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3744,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3745,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3746,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3747,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3748,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3749,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3750,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3751,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3752,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3753,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3754,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3755,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3756,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3757,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3758,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3759,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3760,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3761,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3762,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3763,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3764,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3765,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3766,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
3767,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
3768,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
3769,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
3770,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
3771,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
3772,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
3773,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
3774,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
3775,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
3776,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
3777,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
3778,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
3779,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
3780,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
3781,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
3782,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
3783,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
3784,Cat 140G Motor Grader,"US $44,000",NONE
3785,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
3786,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
3787,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
3788,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
3789,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
3790,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
3791,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
3792,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
3793,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
3794,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
3795,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
3796,2004 Cat TH460B Telehandler,"US $31,000",NONE
3797,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
3798,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
3799,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
3800,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
3801,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
3802,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
3803,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
3804,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
3805,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
3806,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
3807,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
3808,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
3809,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
3810,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
3811,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
3812,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
3813,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
3814,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
3815,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
3816,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3817,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3818,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3819,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3820,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3821,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3822,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3823,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3824,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3825,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3826,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3827,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3828,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3829,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3830,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3831,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3832,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3833,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3834,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3835,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3836,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3837,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3838,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3839,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3840,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3841,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3842,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3843,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3844,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3845,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3846,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3847,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3848,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3849,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3850,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3851,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3852,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3853,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3854,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3855,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3856,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3857,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3858,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3859,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3860,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3861,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3862,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3863,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3864,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3865,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3866,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3867,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3868,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3869,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3870,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3871,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3872,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3873,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3874,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3875,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3876,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3877,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3878,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3879,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3880,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3881,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3882,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3883,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3884,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3885,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3886,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
