id,name,winningbid,metersread
3216,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3217,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3218,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3219,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3220,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3221,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3222,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3223,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3224,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3225,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3226,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3227,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3228,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3229,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3230,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3231,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3232,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3233,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3234,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3235,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3236,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3237,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3238,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3239,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3240,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3241,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3242,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3243,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3244,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3245,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3246,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3247,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3248,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3249,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3250,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3251,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3252,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3253,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3254,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3255,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3256,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3257,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3258,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3259,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3260,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3261,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3262,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3263,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3264,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3265,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3266,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3267,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3268,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3269,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3270,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3271,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3272,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3273,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3274,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3275,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3276,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3277,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3278,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3279,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3280,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3281,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3282,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3283,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3284,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3285,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3286,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
3287,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
3288,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
3289,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
3290,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
3291,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
3292,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
3293,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
3294,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
3295,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
3296,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
3297,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
3298,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
3299,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
3300,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
3301,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
3302,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
3303,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
3304,Cat 140G Motor Grader,"US $44,000",NONE
3305,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
3306,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
3307,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
3308,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
3309,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
3310,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
3311,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
3312,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
3313,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
3314,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
3315,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
3316,2004 Cat TH460B Telehandler,"US $31,000",NONE
3317,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
3318,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
3319,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
3320,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
3321,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
3322,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
3323,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
3324,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
3325,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
3326,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
3327,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
3328,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
3329,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
3330,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
3331,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
3332,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
3333,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
3334,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
3335,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
3336,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3337,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3338,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3339,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3340,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3341,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3342,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3343,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3344,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3345,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3346,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3347,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3348,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3349,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3350,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3351,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3352,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3353,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3354,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3355,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3356,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3357,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3358,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3359,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3360,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3361,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3362,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3363,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3364,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3365,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3366,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3367,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3368,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3369,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3370,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3371,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3372,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3373,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3374,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3375,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3376,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3377,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3378,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3379,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3380,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3381,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3382,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3383,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3384,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3385,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3386,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3387,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3388,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3389,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3390,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3391,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3392,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3393,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3394,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3395,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3396,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3397,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3398,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3399,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3400,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3401,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3402,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3403,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3404,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3405,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3406,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
3407,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
3408,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
3409,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
3410,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
3411,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
3412,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
3413,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
3414,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
3415,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
3416,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
3417,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
3418,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
3419,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
3420,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
3421,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
3422,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
3423,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
3424,Cat 140G Motor Grader,"US $44,000",NONE
3425,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
3426,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
3427,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
3428,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
3429,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
3430,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
3431,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
3432,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
3433,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
3434,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
3435,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
3436,2004 Cat TH460B Telehandler,"US $31,000",NONE
3437,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
3438,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
3439,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
3440,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
3441,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
3442,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
3443,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
3444,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
3445,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
3446,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
3447,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
3448,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
3449,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
3450,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
3451,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
3452,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
3453,2016 Cat 308E2 CR Mini Excavator,"US $65,000","1,885 Hours"
3454,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",691 Hours
3455,2012 Cat 246C Two-Speed Skid Steer Loader,"US $28,000",899 Hours
3456,1972 Cat D7F Crawler Dozer (Inoperable),"US $5,100",NONE
3457,2015 Cat 308E2 CR Tracked Excavator,"US $51,000","2,537 Hours"
3458,2013 Cat 246C Two-Speed Skid Steer Loader,"US $29,000",655 Hours
3459,2013 Cat 336ELH Tracked Excavator,"US $98,000","7,588 Hours"
3460,2011 Cat 299C Two-Speed High Flow XPS Compact Track Loader,"US $23,000","3,893 Hours"
3461,2000 Cat 966G Wheel Loader,"US $51,000","22,766 Hours"
3462,2018 Cat CB1.8 Double Drum Roller,"US $28,000",236 Hours
3463,2005 Cat 330CL Tracked Excavator,"US $59,000","13,068 Hours"
3464,1998 Cat 950G Wheel Loader,"US $70,000","14,889 Hours"
3465,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $50,000",998 Hours
3466,2007 Cat D6N LGP Crawler Dozer,"US $51,000","10,663 Hours"
3467,2013 Cat 320EL Tracked Excavator,"US $65,000","6,124 Hours"
3468,2006 Cat D6N LGP Crawler Dozer,"US $65,000","9,877 Hours"
3469,1978 Cat 12G Motor Grader,"US $27,000","9,694 Hours"
3470,2012 Cat 289C2 Two-Speed High Flow XPS Compact Track Loader,"US $20,000","6,794 Hours"
3471,1996 Cat CP-563C Padfoot Drum Compactor,"US $54,500","8,612 Hours"
3472,1999 Cat 140H VHP Motor Grader,"US $69,000","29,396 Hours"
3473,2006 Cat CS-323C Smooth Drum Compactor,"US $26,500","1,309 Hours"
3474,2003 Cat 725 Articulated Dump Truck,"US $82,000","14,591 Hours"
3475,1997 Cat CS-563C Smooth Drum Compactor,"US $59,500","6,553 Hours"
3476,2021 Cat 289D3 Two-Speed Compact Track Loader,"US $46,000","1,568 Hours"
3477,2021 Cat 299D3 Two-Speed High Flow XPS Compact Track Loader,"US $63,000","1,450 Hours"
3478,1996 Cat 120 Motor Grader,"US $47,000",195 Hours
3479,2000 Cat CS-323C Smooth Drum Compactor,"US $22,500","4,815 Hours"
3480,2007 Cat 330DL Tracked Excavator,"US $55,000",NONE
3481,2019 Cat 308CR Tracked Excavator,"US $82,000","1,973 Hours"
3482,2017 Cat 962M Wheel Loader,"US $59,000","10,944 Hours"
3483,1985 Cat 627B Motor Scraper,"US $31,500","2,439 Hours"
3484,1979 Cat 627B Motor Scraper (Inoperable),"US $3,400","13,855 Hours"
3485,1986 Cat 627B Motor Scraper,"US $31,500","23,097 Hours"
3486,1985 Cat 627B Motor Scraper,"US $37,000","1,686 Hours"
3487,2021 Cat 906M Wheel Loader,"US $84,000",384 Hours
3488,2008 Cat 324D FM High Walker Heel Boom Log Loader,"US $28,000","19,611 Hours"
3489,2008 Cat D6T XW Crawler Dozer,"US $151,000","5,292 Hours"
3490,2016 Cat D6K2 LGP Crawler Dozer,"US $129,000","4,980 Hours"
3491,2019 Cat D6N LGP Crawler Dozer,"US $116,000","6,760 Hours"
3492,2020 Cat D5K2 LGP Crawler Dozer,"US $170,000","1,880 Hours"
3493,2008 Cat 773F Haul Truck,"US $156,000","33,951 Hours"
3494,2012 Cat 772 Haul Truck,"US $136,000","17,702 Hours"
3495,2014 Cat 772G Haul Truck,"US $180,000","13,577 Hours"
3496,2013 Cat 730 Articulated Dump Truck,"US $185,000","7,742 Hours"
3497,2014 Cat 772G Haul Truck,"US $184,000","13,789 Hours"
3498,2014 Cat 773G Haul Truck,"US $182,000","16,463 Hours"
3499,2014 Cat 772G Haul Truck,"US $234,000","14,397 Hours"
3500,2001 Cat 627G Motor Scraper,"US $202,000","16,240 Hours"
3501,2018 Cat 926M Wheel Loader,"US $116,000","3,049 Hours"
3502,2002 Cat 815F Soil Compactor,"US $148,000","23,311 Hours"
3503,2003 Cat 623G Elevating Motor Scraper,"US $176,000","4,021 Hours"
3504,2013 Cat 730 6000 gal 6x6 Water Wagon,"US $132,000","12,024 Hours"
3505,2002 Cat 815F Soil Compactor,"US $131,000","22,201 Hours"
3506,2003 Cat 623G Elevating Motor Scraper,"US $159,000","23,946 Hours"
3507,2003 Cat 623G Elevating Motor Scraper,"US $153,000","22,782 Hours"
3508,2015 Cat PL61 Pipelayer,"US $98,000",927 Hours
3509,2005 Cat 615C Series II Motor Scraper,"US $96,000","3,685 Hours"
3510,2019 Cat 730 Articulated Dump Truck,"US $366,000","3,008 Hours"
3511,2019 Cat 323 Tracked Excavator,"US $225,000","1,135 Hours"
3512,2017 Cat D8T Crawler Dozer,"US $505,000","2,435 Hours"
3513,2017 Cat D8T Crawler Dozer,"US $545,000",916 Hours
3514,2017 Cat D6T LGP Crawler Dozer,"US $279,000","3,695 Hours"
3515,2017 Cat D6T LGP Crawler Dozer,"US $246,000","3,438 Hours"
3516,2016 Cat AP1055F Track Asphalt Paver,"US $132,000","4,168 Hours"
3517,2003 Cat D11R Crawler Dozer,"US $101,000","37,707 Hours"
3518,2018 Cat 986K Wheel Loader,"US $425,000","6,887 Hours"
3519,2013 Cat D8T Crawler Dozer,"US $291,000","4,388 Hours"
3520,2011 Cat 420E 4x4 Backhoe Loader,"US $52,000","5,227 Hours"
3521,2020 Cat 236D3 Skid Steer Loader,"US $20,000","6,314 Hours"
3522,2017 Cat 242D Skid Steer Loader,"US $21,500","2,034 Hours"
3523,2017 Cat 259D Two-Speed Compact Track Loader,"US $34,000",934 Hours
3524,2015 Cat 226B3 Skid Steer Loader,"US $17,500","1,711 Hours"
3525,2019 Cat 304E2 CR Mini Excavator,"US $41,000","1,099 Hours"
3526,2018 Cat 259D Two-Speed Compact Track Loader,"US $57,000",349 Hours
3527,2008 Cat 305C Mini Excavator,"US $27,000","5,689 Hours"
3528,2012 Cat 305E CR Mini Excavator,"US $30,500","3,430 Hours"
3529,2005 Cat D4G XL Crawler Dozer,"US $29,000","6,143 Hours"
3530,2018 Cat 303E CR Mini Excavator,"US $23,000",NONE
3531,2012 Cat 246C Two-Speed Skid Steer Loader,"US $23,500","1,016 Hours"
3532,2011 Cat 320DL Tracked Excavator,"US $63,000","10,130 Hours"
3533,2012 Cat 304E CR Mini Excavator,"US $32,500",NONE
3534,2014 Cat 299D Two-Speed Compact Track Loader,"US $56,000",874 Hours
3535,2014 Cat 336ELH Track Excavator,"US $69,000","9,698 Hours"
3536,2015 Cat 308E2 CR Tracked Excavator,"US $55,000","1,275 Hours"
3537,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",698 Hours
3538,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $80,000",542 Hours
3539,2012 Cat 246C Two-Speed Skid Steer Loader,"US $25,000",924 Hours
3540,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",699 Hours
3541,2012 Cat 246C Two-Speed Skid Steer Loader,"US $26,500",634 Hours
3542,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,500",710 Hours
3543,2022 Cat 289D3 Two-Speed High Flow XPS Compact Track Loader,"US $78,000",686 Hours
3544,Cat 140G Motor Grader,"US $44,000",NONE
3545,2012 Cat 246C Two-Speed Skid Steer Loader,"US $24,500",875 Hours
3546,2005 Cat 303 CR Mini Excavator,"US $18,500","4,742 Hours"
3547,2017 Cat 305.5E2 CR Mini Excavator,"US $35,000","1,943 Hours"
3548,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950","1,016 Hours"
3549,2013 Cat 246C Skid Steer Loader,"US $11,000","4,977 Hours"
3550,2012 Cat 246C Two-Speed Skid Steer Loader,"US $30,000",796 Hours
3551,2022 Cat 289D3 Compact Track Loader,"US $84,000",169 Hours
3552,2016 Cat 926M High Lift Wheel Loader,"US $67,500","10,843 Hours"
3553,2019 Cat 262D Skid Steer Loader,"US $22,000","6,730 Hours"
3554,2012 Cat 320E Tracked Excavator,"US $88,000","4,895 Hours"
3555,1997 Cat 416C 4x4 Backhoe Loader,"US $26,500","2,305 Hours"
3556,2004 Cat TH460B Telehandler,"US $31,000",NONE
3557,2018 Cat 311F LRR Tracked Excavator,"US $70,000","2,217 Hours"
3558,2009 Cat 928H Wheel Loader,"US $52,000","9,522 Hours"
3559,2011 Cat 329DL Tracked Excavator,"US $60,000","5,670 Hours"
3560,2020 Cat 262D3 Two-Speed Skid Steer Loader,"US $32,000","1,210 Hours"
3561,2004 Cat 420DIT 4x4 Backhoe Loader,"US $30,000",577 Hours
3562,1983 Cat V50C 5000 lb Cushion Tire Forklift,"US $2,500",NONE
3563,2006 Cat CS533C Smooth Drum Compactor,"US $37,000","4,980 Hours"
3564,2003 Cat 320CL Tracked Excavator,"US $59,000","7,707 Hours"
3565,2006 Cat D6R XL Series III Crawler Dozer,"US $80,000","13,722 Hours"
3566,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",768 Hours
3567,2012 Cat 246C Two-Speed Skid Steer Loader,"US $27,950",758 Hours
3568,2012 Cat 246C Two-Speed Skid Steer Loader,"US $32,500",575 Hours
3569,2010 Cat 329DL Tracked Excavator,"US $52,000","12,752 Hours"
3570,1993 Cat 140G Motor Grader,"US $55,000","16,805 Hours"
3571,Cat 637G Motor Scraper,"US $65,000","52,545 Hours"
3572,1993 Cat 963 Crawler Loader,"US $26,000","13,113 Hours"
